BiolayoutID,id_Food,Food Code,Food Name,Description,Group,Group (sub-class),Constant,Energy kJ kJ,Previous,Comments,Description Footnote,LEnergy (kcal) (kcal),LProtein (g),LCarbohydrate (g),LTotal Sugars (g),LStarch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water g,Total nitrogen g,Protein g,Fat g,Carbohydrate g,Energy kcal kcal,Starch g,Oligosaccharide g,Total sugars g,Glucose g,Galactose g,Fructose g,Sucrose g,Maltose g,Lactose g,Alcohol g,NSP g,AOAC fibre g,Satd FA /100g FA g,Satd FA /100g fd g,n-6 poly /100g FA g,n-6 poly /100g food g,n-3 poly /100g FA g,n-3 poly /100g food g,cis-Mono FA /100g FA g,cis-Mono FA /100g Food g,Mono FA/ 100g FA g,Mono FA /100g food g,cis-Polyu FA /100g FA g,cis-Poly FA /100g Food g,Poly FA /100g FA g,Poly FA /100g food g,Sat FA excl Br /100g FA g,Sat FA excl Br /100g food g,Branched chain FA /100g FA g,Branched chain FA /100g food g,ans FAs /100g FA g,ans FAs /100g food g,Cholesterol mg,Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium mg,Potassium mg,Calcium mg,Magnesium mg,Phosphorus mg,Iron mg,Copper mg,Zinc mg,Chloride mg,Manganese mg,Selenium µg,Iodine µg
"Crumble, fruit, retail",150,11-546,"Crumble, fruit, retail","10 samples, including apple, apple and blackberry and rhubarb. Fresh and frozen",Cereals and cereal products ,AS,11294,924,11-294 50-154 ,"ADAS Laboratories, 1999, Nutrient analysis of ice creams and desserts, Food Surveillance Information Sheet No.195",,221,2.4,34.1,21.4,12.7,0,0,0,0,21,14.4,1.3,5.3,0,0,0,0,47,0,0,0,0,35,0,0,0,0,0,0,0.74,0,0,0,0,0,0,49.1,0.38,2.4,8.3,36,219,14,0.2,22,4.1,0,4.2,11.3,2.2,0,0,1.3,2.3,50,3.97,0,0,0,0,28.7,2.28,39.3,3.12,8.8,0.7,9.2,0.73,0,0,0,0,11.1,0.88,12,47,35,53,0.7,0.74,0,0.08,0.02,0.5,0.6,1.2,0.05,0,10,0.1,0,0,82,82,41,6,27,0.25,0,0.2,130,0.14,2,4
"Brown rice, boiled",151,11-443,"Brown rice, boiled","Water content weighed, other nutrients calculated from raw",Cereals and cereal products ,AC,11036,597,11-036 50-019 ,"Data from MW5 as 50-019, selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006",,138,2.7,29.2,0.5,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.43,2.6,1.1,32.1,141,31.6,0,0.5,0.2,0,0,0.3,0,0,0,0.8,0,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.14,0.02,1.3,0.6,1.9,0,0,10,0,0,0,1,99,4,43,120,0.5,0.33,0.7,91,0.9,4,0
"Brown rice, raw",152,11-442,"Brown rice, raw",5 assorted samples,Cereals and cereal products ,AC,11035,1518,11-035 50-018 11-035 ,"Data from MW5 as 50-018, fatty acids from FA Supplement 11-035 and selenium from SAC Analysis of foods for Selenium 1994 MAFF Project 2B006, Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,349,6.9,74,1.3,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,1.1,6.7,2.8,81.3,357,80,0,1.3,0.5,0,0,0.8,0,0,0,1.9,0,0,0.7,0,0.94,0,0.04,0,0.66,0,0.7,0,0.98,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0.8,0.82,0.59,0.07,5.3,1.5,6.8,0,0,49,0,0,0,3,250,10,110,310,1.4,0.85,1.8,230,2.3,10,0
"Savoury rice, cooked",153,11-620,"Savoury rice, cooked","Calculation from raw, boiled in water",Cereals and cereal products ,AC,11040,599,11-040 50-021 ,Data as MW5 50-021,,140,3,24,1.2,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.7,0.48,2.9,3.5,26.3,142,25.1,0,1.2,0.1,0,0.2,0.9,0.1,0,0,1.4,0,0,1.1,0,0,0,0,0,0,0,1.3,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,1.1,0.6,1.7,0.07,0,4,0,0,0,490,110,25,15,67,0.5,0.05,0.4,860,0.42,0,0
"Savoury rice, raw",154,11-039,"Savoury rice, raw","10 samples, 5 varieties, meat and vegetable",Cereals and cereal products ,AC,11039,1755,50-020 ,As CCP and MW5 (50-020),,410,8.8,70.6,3.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.41,8.4,10.3,77.4,415,73.8,0,3.6,0.2,0,0.5,2.5,0.2,0.1,0,0,0,0,3.2,0,0,0,0,0,0,0,3.7,0,0,0,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46,0.06,5.2,1.9,0,0.37,0,25,0,0,0,1440,340,73,45,200,1.5,0.14,1.3,2520,1.24,0,0
Granary rolls,155,11-479,Granary rolls,"10 samples, pre-packed, freshly backed",Cereals and cereal products ,AG,11479,1009,,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194, inorganics and vitamins calculated from Granary bread",,236,10.6,39,2.9,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,1.7,10,4.2,42.7,238,0,0,3,0.3,0,0.6,39.7,2,0,0,3.6,4.4,0,1.1,0,0,0,0,0,0,0,1.1,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.24,0.09,2.7,2.4,5.1,0.19,0,78,0.51,0.7,0,566,191,209,39,138,1.9,0.18,1.1,796,0.82,4,8
Wholemeal rolls,156,11-484,Wholemeal rolls,10 samples,Cereals and cereal products ,AG,11125,1037,11-125 50-064 ,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vitamins (except folate) either estimated from wholemeal bread or from MW5  (50-064).",,243,11.3,42.1,2.5,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,1.8,10.4,3.3,46.1,244,43.5,0,2.6,0.5,0,0.5,0,1.7,0,0,4.4,5.5,0,0.8,0,0,0,0,0,0,0,0.9,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0.09,4.1,2.5,6.6,0.1,0,57,0.6,6,0,526,248,87,61,197,2.4,0.26,1.7,850,1.54,7,0
"White rolls, soft",157,11-483,"White rolls, soft",10 samples,Cereals and cereal products ,AG,43,1078,11-124 50-063 ,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",,251,10,46.9,2.5,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,1.23,3.35,0,0,0,35.6,1.6,9.3,2.6,51.5,254,48.8,0,2.6,0.2,0,0.2,0,2.2,0,0,2,2.6,29.4,0.62,0,0,0,0,28.51,0.59,0,0.59,39.24,0.82,39.99,0.82,0,0,0,0,2.56,0.05,0,0,0,0,0,0.2,0,0.2,0.06,1.8,2,3.8,0.03,0,27,0.4,1,0,535,145,184,23,99,1.5,0.13,0.9,813,0.5,6,19
"White rolls, crusty",158,11-482,"White rolls, crusty",10 samples,Cereals and cereal products ,AG,42,1116,11-123 50-062 ,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",,260,10,49.9,2.6,47.4,0,0,0,0,26.5,16.4,0.2,6.5,0.7,0.2,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7,1.6,9.2,2.2,54.9,262,52.1,0,2.7,0,0,0.2,0,2.6,0,0,2.4,2.9,28.73,0.51,0,0,0,0,27.28,0.48,29.5,0.48,40.56,0.72,41.38,0.72,0,0,0,0,3.05,0.05,0,0,0,0,0,0.23,0,0.22,0.07,2,2.2,4.2,0.03,0,31,0.42,0.9,0,656,164,177,22,104,1.7,0.13,0.9,888,0.53,4,19
Croissants,159,11-480,Croissants,"10 samples, 7 brands",Cereals and cereal products ,AG,11120,1563,11-120 11-400 50-060 ,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194 with some vitamin data from MW5 (50-060)",,374,9.4,39.7,5.2,34.5,0,0,0,0,38.5,21.8,0.7,10.1,1,0.5,0.4,2.1,143,26,0,0,0,19,0,38,0,0,0.1,0,0.88,0.08,0.31,0.82,0,0,0,24.8,1.5,8.3,19.7,43.3,373,38,0,5.3,1.2,0,2,0,1.9,0.2,0,1.6,3.1,54.93,9.76,0,0,0,0,25.9,4.59,33.02,4.59,9.08,1.61,10.39,1.61,0,0,0,0,8.44,1.5,52,163,19,166,0.1,0.99,0,0.19,0.16,1.5,1.8,3.3,0.11,0,47,0.5,9,0,419,126,75,19,93,1.1,0.05,0.7,646,0.39,8,0
"Brown rolls, soft",160,11-478,"Brown rolls, soft","14 samples of 6 rolls, different shops",Cereals and cereal products ,AG,41,1004,11-119 50-059 ,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194; inorganics estimated from brown bread",,235,10.6,40.9,2.7,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,1.7,9.9,3.2,44.8,236,42,0,2.8,0.5,0,0.4,0,2,0,0,3.8,4.3,0,1.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.14,3.5,2.6,6.1,0.18,0,57,0.5,3,0,494,234,201,49,170,2.4,0.18,1.4,762,1.2,6,6
"Prawn crackers, takeaway",161,11-551,"Prawn crackers, takeaway",10 samples from different outlets,Cereals and cereal products ,AT,17448,2379,17-448 ,"Aspland and James Ltd, (1997), Nutrient analysis of ethnic and takeaway foods, Food Surveillance Information Sheet No.147, fatty acids from supplement as 17-448",,564,0.3,53,2.1,50.9,0,0,0,0,34.1,16.8,3.3,11.7,0.5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5.46,0,0.06,3.1,0,0,0,2.8,0.05,0.3,39,58.2,570,56,0,2.2,0,0,0,1.9,0.3,0,0,1.2,0.9,9.75,3.64,21.12,7.87,8.41,3.14,59.94,22.35,60.11,22.41,29.46,10.98,30.14,11.03,9.7,3.62,0.05,0,0.31,0.12,0.3,0,0,0,0,5.77,0,0,0,0.1,0,0,0.43,0,2,0,0,0,767,17,21,5,6,1.55,0.12,0.1,1000,1.49,3,50
"Cheese and onion rolls, pastry",162,11-550,"Cheese and onion rolls, pastry","Oven-baked pastry, 3 brands",Cereals and cereal products ,AT,11550,1366,,"RHM, Nutrient analysis of manufactured foods for vegetarians, 1997, Food Surveillance Information Sheet No.118.",,338,8.2,31.3,6.2,22,0,0,0,0,3.8,2.5,0.1,1,0,0,0,0.1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1.31,8.2,20,30.4,327,24.2,3.3,6.3,0.4,0,0.3,0.3,1.4,0.6,0,1.2,0,48.69,8.97,0,0,0,0,35.83,6.61,38.49,7.1,11.65,2.15,12.12,2.24,0,0,0,0,3.14,0.58,25.7,0,17,3,1,0,0,0.15,0.08,1,1.5,2.5,0.06,0.5,9,0.3,2.1,0,567,169,121,19,119,1.3,0.08,0.8,833,0.3,4,19
"Stuffing mix, dried, made up",163,17-372,"Stuffing mix, dried, made up",Made up according to packet directions,Cereals and cereal products ,AT,50179,412,50-179 ,As MSF,,95,2.8,17.7,1.3,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4,0.45,2.8,1.5,19.3,97,18,0,1.3,0.2,0,0.5,0.6,0,0,0,1.3,0,0,0.8,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.31,0.22,0.5,0.5,0,0,0,0,0,0,0,420,69,280,12,37,1.5,0.05,0.2,810,0.3,0,0
"Stuffing mix, dried",164,17-371,"Stuffing mix, dried","10 samples, 4 brands; assorted flavours",Cereals and cereal products ,AT,50178,1436,50-178 ,As MSF,,332,9.9,61.4,4.3,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,1.58,9.9,5.2,67.2,338,62.8,0,4.4,0.8,0,1.6,2,0,0,0,4.7,0,0,2.4,0,0,0,0,0,0,0,1.6,0,0,0,0.1,0,0,0,0,0,0,5,0,0,0,0,0,0,1.42,0.9,1.8,1.8,0,0,0,0,0,0,0,1460,240,960,41,130,5.1,0.17,0.8,2820,1,0,0
"Spaghetti, canned in tomato sauce",165,11-357,"Spaghetti, canned in tomato sauce","10 samples, 3 brands",Cereals and cereal products ,AT,28,273,50-176  ,As CCP and MW5 50-176 (same samples),,64,2.1,13.2,5.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0.33,1.9,0.4,14.1,64,8.6,0,5.5,1,0,1.1,2.9,0.4,0,0,0.7,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0.6,0.4,0,0.07,0,5,0,0,0,420,110,12,10,29,0.3,0.06,0.3,500,0.13,0,0
"Pizza, vegetarian",166,11-557,"Pizza, vegetarian","30 samples, 7 brands, includes chilled and takeaway, thin base and deep pan",Cereals and cereal products ,AE,11557,913,,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68",,212,10.8,26.7,2.2,24.5,0,0,0,0,0,0,0,0,0,0,0,0,31,15,0,0,24,103,0,0,0,0,0,0,1.34,0.29,0,0.62,0,0,0,51.1,1.72,10.8,6.9,29.6,216,26.9,0,2.3,0.6,0,0.7,0,1,0.2,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,114,61,0,1.52,0,0.23,0.11,1.4,2.1,3.5,0.05,0,7,0,0,4,241,192,196,22,160,1.17,0.11,1.3,867,0.3,0,34
"Pizza, cheese and tomato, thin base",167,11-614,"Pizza, cheese and tomato, thin base","10 samples, 7 brands, takeaway",Cereals and cereal products ,AE,11429,1168,11-429 ,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68; fats and fatty acids from FA supplement 11-429. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,274,14.4,30.8,2.4,27.5,0,0,0,0,24.7,16.8,0,7.9,0,0,0,0,51,10,0,0,27,109,0,0,0,0,0,0,2.28,0.41,0,0.74,0,0,0,40.6,2.3,14.4,10.3,33.9,277,30.3,0.9,2.5,0.6,0,0.6,0,1.3,0.3,0,1.9,0,53.49,4.75,11.24,1.1,2.25,0.22,33.13,2.92,35.4,3.14,12.53,1.16,14.24,1.32,48.56,4.75,2.07,0.2,3.99,0.39,22,59,123,80,1.8,2.52,2.56,0.16,0.13,1.2,2.9,4.1,0.04,1,7,0.2,4,1,282,180,279,25,230,1.1,0.12,1.8,937,0.3,6,34
"Pizza, cheese and tomato, deep pan",168,11-613,"Pizza, cheese and tomato, deep pan","10 samples, 7 brands, takeaway",Cereals and cereal products ,AE,11431,1050,11-431  50-170 ,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68 with fats and fatty acids from FA supplement 11-431",,244,12.4,31.8,2.1,28.6,0,0,0,0,29,19.3,1,8.7,0,0,0,0,46,19,0,0,17,75,0,0,0,0,0,0,1.37,0.49,0,1.17,0,0,0,43.5,1.99,12.4,7.5,35.1,249,31.5,1.1,2.2,0.3,0,0.4,0,1.4,0.2,0,2.2,0,44.6,3.06,15.42,1.1,11.43,0.24,34.33,2.22,36.11,2.35,17.88,1.23,19.48,1.34,42.89,3.06,1.76,0.13,3.38,0.24,13.2,60,84,74,0.3,1.68,0,0.19,0.11,1.3,2.1,3.4,0.04,0.7,7,0.4,4,1,247,165,213,24,170,1.2,0.11,1.3,726,0.3,7,35
"Pizza, fish topped, takeaway",169,11-560,"Pizza, fish topped, takeaway","18 samples, 8 brands, prawn and tuna toppings, includes thin base and deep pan",Cereals and cereal products ,AE,11430,952,11-430 ,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68; fatty acids from FA supplement 11-430",,224,13.3,25.8,1.9,23.8,0,0,0,0,20.5,14.2,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,2.13,13.3,7.5,28,226,26.2,0,2,0.3,0,0.4,0,1.1,0.1,0,0,0,0,3.24,14.87,1.13,2.53,0.19,29.88,2.27,0,2.47,15.65,1.19,0,1.32,42.6,3.24,1.68,0.13,4.42,0.34,25.4,0,0,0,0,0,0,0.15,0.1,2.3,2.5,4.8,0.05,1.1,5,0.3,3,2,248,179,173,24,170,1.2,0.1,1.3,847,0.3,10,59
"Pizza, ham and pineapple, chilled",170,11-558,"Pizza, ham and pineapple, chilled","10 samples, 5 brands, includes thin base and deep pan",Cereals and cereal products ,AE,11558,1098,,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68",,257,13.5,31.5,3,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,2.16,13.5,8.6,34.4,260,31.3,0,3.1,0.7,0,0.8,0,1.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.16,2.3,2.4,4.7,0.05,0.5,6,0,0,0,303,226,221,23,210,1.3,0.1,1.5,0,0.5,0,0
"Pizza, meat topped",171,11-556,"Pizza, meat topped","39 samples including pepperoni, spicy beef, spicy pork. Includes frozen, chilled and takeaway, thin base and deep pan",Cereals and cereal products ,AE,11556,1075,11-432 ,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68. Fatty acids calculated on fat proportion basis from FA supplement (11-432)",,252,13.2,26.6,1.8,24.8,0,0,0,0,23.2,14.9,1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.31,0,0.91,0,0,0,44.9,2.11,13.2,10.3,29.3,255,27.3,0,1.8,0.4,0,0.5,0,0.9,0,0,0,0,0,3.95,14.96,1.27,3.22,0.27,41.67,3.55,0,3.7,16.57,1.41,0,1.54,46.48,3.95,1.75,0.15,3.4,0.29,19.3,0,0,0,0,0.93,0,0.23,0.13,1.9,2.3,4.2,0.05,0.8,7,3.2,4,0,306,196,203,23,190,1.2,0.1,1.6,0,0.32,7,0
"Pizza, cheese and tomato, takeaway",172,11-555,"Pizza, cheese and tomato, takeaway","20 samples, 7 brands, thin base and deep pan, takeaway",Cereals and cereal products ,AE,11555,1109,11-429 11-431 ,"Data not previously published in MW6. Average of thin base and deep pan, RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68,  fatty acids from  FA supplement (11-429,11-431)",,259,13.4,31.3,2.3,28.1,0,0,0,0,26.9,18,0.5,8.3,0,0,0,0,49,15,0,0,22,92,0,0,0,0,0,0,1.83,0.45,0,0.95,0,0,0,42,2.14,13.4,8.9,34.5,263,30.9,1,2.3,0.4,0,0.6,0,1.3,0.3,0,2,0,49.04,3.9,0,1.1,0,0.23,33.73,2.57,35.76,2.75,15.2,1.2,16.86,1.33,0,0,0,0.17,3.68,0.31,17.6,59,103,77,1,2.1,0,0.17,0.12,1.3,2.5,3.7,0.04,0.9,7,0.3,4,1,265,173,246,25,200,1.15,0.12,1.5,832,0.3,7,35
"Pizza, cheese and tomato, french bread",173,11-554,"Pizza, cheese and tomato, french bread","Cooked, 10 samples, 3 brands",Cereals and cereal products ,AE,11554,971,,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68",,227,10.6,28.7,2.3,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7,1.69,10.6,7.8,31.4,230,29,0,2.4,0.5,0,0.7,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.16,0.1,1.3,0,0,0.03,0.3,7,0.4,4,0,270,185,240,23,150,1.1,0.08,1.1,898,0.3,0,30
"Pizza, cheese and tomato, frozen",174,11-553,"Pizza, cheese and tomato, frozen","Cooked,10 samples, 6 brands",Cereals and cereal products ,AE,11350,1003,11-350 50-171 ,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68",,235,11.5,27.5,2,25.5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,24,104,0,0,0,0,0,0,2.8,0.22,0,0.65,0,0,0,48,1.84,11.5,8.8,30.1,238,28.1,0,2,0.4,0,0.6,0.1,0.8,0,0,1.5,0,47.66,3.11,0,0,0,0,0,0,43.19,2.84,0,0,20.98,1.35,0,0,0,0,4.74,0.27,0,21,133,42,0,3.39,0,0.18,0.09,1.5,1.5,2.9,0.05,0.2,8,0.46,3.4,4,248,202,230,23,180,1,0.09,1.4,825,0.3,7,35
"Pizza base, raw",175,11-552,"Pizza base, raw","Average of ambient and chilled, 12 brands",Cereals and cereal products ,AE,11552,1229,,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68",,287,8.6,52.4,3.3,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.37,7.8,4.8,57.5,290,54.1,0,3.3,0.3,0,0.3,0,2.8,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.03,1.7,0,0,0.03,0,8,0,0,0,272,124,86,18,85,1.55,0.09,0.6,0,0.45,0,0
"Pizza, chicken topped, chilled",176,11-559,"Pizza, chicken topped, chilled","9 samples, 4 brands,  includes thin base and deep pan",Cereals and cereal products ,AE,11559,1036,,"RHM, Nutrient analysis of pizzas, 1995, Food Surveillance Information Sheet No.68",,243,13.4,28.6,2.1,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,2.15,13.4,8.3,31.3,246,29.2,0,2.1,0.5,0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.14,2.9,0,0,0.07,0.4,9,0,0,3,272,270,217,27,190,1.3,0.12,1.6,420,0.3,0,0
Sesame oil,177,17-043,Sesame oil,Mean of 22 samples and literature sources,Fats and oils ,OC,5050,3692,50-330  ,As MSF and FA supplements 17-043,,898,0.2,0,0,0,0,0,0,0,654,430,0,164,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.2,99.7,0,898,0,0,0,0,0,0,0,0,0,0,0,0,15.3,14.6,45.2,43.1,0.31,0.3,39.3,37.5,39.3,37.5,45.3,43.4,45.3,43.4,15.3,14.6,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.1,0,0,0,0,0,0,0,0,2,20,10,0,0,0.1,0,0,0,0,0,0
"Fat spread (70-80% fat), not polyunsaturated",178,17-022,"Fat spread (70-80% fat), not polyunsaturated",10 samples including Krona Gold,Fats and oils ,OA,17022,2641,17-433 ,"As MSF 17-022 with fatty acids as 17-022. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000","Krona contains 70.0g fat, 32.28g satd, 24.49g cis n-9 monounsatd, 7.36g cis n-6 and 1.23g cis n-3 polyunsat, 0.58g trans per 100g food",642,0.4,0,0,0,0,0,0,0,42.5,22.7,2.9,14.8,0.5,0,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0.07,6.04,2.17,0,0,0,22,0.06,0.4,71.2,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,31.2,0,0,0,6.5,0,0,0,0,0,2,86,40,330,95,5.8,2.53,12,0,0,0,0.1,0,0,0,0,0,0,0,1060,43,14,2,18,0,0,0,1270,0,0,0
Fat spread (5% fat),179,17-554,Fat spread (5% fat),Manufacturer's data (Tesco),Fats and oils ,OA,17030,484,17-030 ,"Data from Manufacturer (Tesco). Proximate values -  total carbohydrate and its components, starch and sugars are expressed as their monosaccharide equivalents",,116,3.8,13.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,4,5,14.5,115,0,9.7,4.8,0,0,0,0,0,4.8,0,5,5,0,0.6,0,0,0,0,0,0,0,1.1,0,0,0,3.2,0,0,0,0,0,0,0,0,800,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,770,0,0,0
"Fat spread (40% fat), not polyunsaturated",180,17-552,"Fat spread (40% fat), not polyunsaturated",20 samples including Gold and Delight. Fat data from TRANSFAIR,Fats and oils ,OA,186,1519,17-026 17-474 50-308 12-259 ,"Data from MSF 17-026 and FA supplements 17-474. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000","Flora Light contains 38.0g fat, 8.86g satd, 10.62g cis n-9 monounsatd, 17.44g cis n-6 and 0.62g cis n-3 polyunsatd, 0.43g trans per 100g food",368,6.4,1.3,1.3,0,0,0,181,0,0,94,13.8,67.8,3.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,0.42,7.29,0,0,0,52.3,1.02,6.5,37.5,1.3,368,0,0,1.3,0,0,0,0,0,0,0,0,0,0,8.43,12.4,4.45,4.71,1.69,46.99,16.85,0,20.97,16.29,5.84,0,6.15,23.52,8.43,0.06,0.02,12.37,4.43,6,650,805,784,8.4,8,36,0,0,0,1.4,1.4,0,0,0,0,0,0,650,110,39,4,82,0,0,0.2,800,0,0,0
